"	O	O,AAHZCL4LIPCBQ,1374	O,AJ94N3I1A434D,1526	O,A3P74FP62XNVYI,2218	O,AKNV05F5X5YAC,2402	O,A4H9P49VU8GGW,2406	O,A1XMFODRPFWKJ7,3016	O,A376BI2RNUIFRH,3532
Otherwise	O	O,A1KFP5MDIL0QN1,1643	O,AAHZCL4LIPCBQ,2688	O,AKNV05F5X5YAC,2933	O,A3P74FP62XNVYI,3009	O,A4H9P49VU8GGW,3851	O,A376BI2RNUIFRH,4134	O,A1XMFODRPFWKJ7,6765
,	O	O,A1KFP5MDIL0QN1,2425	O,AJ94N3I1A434D,2467	O,AKNV05F5X5YAC,3291	O,AAHZCL4LIPCBQ,3967	O,A376BI2RNUIFRH,4653	O,A4H9P49VU8GGW,4925	O,A1XMFODRPFWKJ7,8991
you	O	O,A1KFP5MDIL0QN1,3435	O,AKNV05F5X5YAC,3664	O,A3P74FP62XNVYI,3753	O,AJ94N3I1A434D,4633	O,A376BI2RNUIFRH,5370	O,AAHZCL4LIPCBQ,5675	O,A1XMFODRPFWKJ7,10604
get	O	O,AKNV05F5X5YAC,4062	O,A1KFP5MDIL0QN1,4169	O,A3P74FP62XNVYI,5143	O,AJ94N3I1A434D,5398	O,A376BI2RNUIFRH,5910	O,A4H9P49VU8GGW,6890	O,AAHZCL4LIPCBQ,7598
selling	O	O,AKNV05F5X5YAC,4511	O,A1KFP5MDIL0QN1,4987	O,AJ94N3I1A434D,5871	O,A3P74FP62XNVYI,6792	O,A4H9P49VU8GGW,8766	O,AAHZCL4LIPCBQ,9755	O,A1XMFODRPFWKJ7,11558
out	O	O,AKNV05F5X5YAC,4938	O,A1KFP5MDIL0QN1,5755	O,AJ94N3I1A434D,6460	O,A376BI2RNUIFRH,6528	O,A3P74FP62XNVYI,7559	O,A4H9P49VU8GGW,10148	O,A1XMFODRPFWKJ7,12270
of	O	O,A1KFP5MDIL0QN1,6568	O,AJ94N3I1A434D,7097	O,A376BI2RNUIFRH,7717	O,A3P74FP62XNVYI,9200	O,AAHZCL4LIPCBQ,11113	O,A4H9P49VU8GGW,11922	O,A1XMFODRPFWKJ7,12958
Tokyo	LOC	LOC,AKNV05F5X5YAC,5758	LOC,AJ94N3I1A434D,8198	LOC,A376BI2RNUIFRH,9058	LOC,A3P74FP62XNVYI,11467	LOC,AAHZCL4LIPCBQ,13620	LOC,A4H9P49VU8GGW,13877	LOC,A1XMFODRPFWKJ7,14188
and	O	O,AKNV05F5X5YAC,6431	O,A1KFP5MDIL0QN1,7737	O,A376BI2RNUIFRH,9707	O,A3P74FP62XNVYI,14254	O,A4H9P49VU8GGW,14792	O,AAHZCL4LIPCBQ,15173	O,A1XMFODRPFWKJ7,15267
Frankfurt	LOC	LOC,AKNV05F5X5YAC,7002	LOC,AJ94N3I1A434D,9174	LOC,A1KFP5MDIL0QN1,9330	LOC,A376BI2RNUIFRH,10376	LOC,A4H9P49VU8GGW,15957	LOC,A1XMFODRPFWKJ7,15981	LOC,AAHZCL4LIPCBQ,18205
again	O	O,AKNV05F5X5YAC,7408	O,AJ94N3I1A434D,10135	O,A376BI2RNUIFRH,10963	O,A1KFP5MDIL0QN1,11484	LOC,A3P74FP62XNVYI,15666	O,A1XMFODRPFWKJ7,17017	O,AAHZCL4LIPCBQ,19612
.	O	O,AKNV05F5X5YAC,7959	O,AJ94N3I1A434D,10780	O,A376BI2RNUIFRH,11543	O,A1KFP5MDIL0QN1,12428	O,A4H9P49VU8GGW,17519	O,A3P74FP62XNVYI,19788	O,AAHZCL4LIPCBQ,20772

It	O	O,AAHZCL4LIPCBQ,1109	O,A4H9P49VU8GGW,1641	O,A376BI2RNUIFRH,1730	O,AJ94N3I1A434D,1763	O,A1XMFODRPFWKJ7,1780	O,AKNV05F5X5YAC,2672	O,A3P74FP62XNVYI,6992
has	O	O,A376BI2RNUIFRH,2132	O,AAHZCL4LIPCBQ,2301	O,A1KFP5MDIL0QN1,2613	O,A1XMFODRPFWKJ7,2741	O,A4H9P49VU8GGW,3001	O,AKNV05F5X5YAC,3033	O,A3P74FP62XNVYI,7761
since	O	O,A376BI2RNUIFRH,2560	O,AJ94N3I1A434D,2687	O,AKNV05F5X5YAC,3177	O,A1KFP5MDIL0QN1,3296	O,A1XMFODRPFWKJ7,3571	O,AAHZCL4LIPCBQ,3644	O,A4H9P49VU8GGW,4850
been	O	O,A376BI2RNUIFRH,2920	O,AJ94N3I1A434D,3345	O,AKNV05F5X5YAC,3376	O,A1KFP5MDIL0QN1,3954	O,A1XMFODRPFWKJ7,4206	O,AAHZCL4LIPCBQ,4709	O,A3P74FP62XNVYI,9795
silent	O	O,A376BI2RNUIFRH,3279	O,AKNV05F5X5YAC,3567	O,AJ94N3I1A434D,3823	O,A1KFP5MDIL0QN1,4601	O,AAHZCL4LIPCBQ,5782	O,A4H9P49VU8GGW,6208	O,A3P74FP62XNVYI,11222
on	O	O,AKNV05F5X5YAC,3778	O,AJ94N3I1A434D,4249	O,A1XMFODRPFWKJ7,4656	O,A1KFP5MDIL0QN1,5280	O,AAHZCL4LIPCBQ,6974	O,A4H9P49VU8GGW,7384	O,A3P74FP62XNVYI,12016
the	O	O,A376BI2RNUIFRH,3669	O,AKNV05F5X5YAC,4525	O,AJ94N3I1A434D,4716	O,A1XMFODRPFWKJ7,5142	O,A1KFP5MDIL0QN1,5874	O,A4H9P49VU8GGW,8405	O,A3P74FP62XNVYI,12727
issue	O	O,A376BI2RNUIFRH,4298	O,AJ94N3I1A434D,5187	O,A1XMFODRPFWKJ7,5701	O,A1KFP5MDIL0QN1,6451	O,AAHZCL4LIPCBQ,8595	O,A4H9P49VU8GGW,9700	O,A3P74FP62XNVYI,13421
.	O	O,A376BI2RNUIFRH,4799	O,AKNV05F5X5YAC,4941	O,AJ94N3I1A434D,5856	O,A1XMFODRPFWKJ7,6877	O,AAHZCL4LIPCBQ,10312	O,A4H9P49VU8GGW,10732	O,A3P74FP62XNVYI,14007

I	O	O,A1XMFODRPFWKJ7,1334	O,A376BI2RNUIFRH,1473	O,AJ94N3I1A434D,1781	O,A3P74FP62XNVYI,2022	PER,A4H9P49VU8GGW,2548	O,AKNV05F5X5YAC,2663	O,AAHZCL4LIPCBQ,3170
am	O	O,A1KFP5MDIL0QN1,1465	O,A1XMFODRPFWKJ7,1753	O,A376BI2RNUIFRH,2097	O,A3P74FP62XNVYI,2986	O,AKNV05F5X5YAC,3010	O,A4H9P49VU8GGW,3580	O,AAHZCL4LIPCBQ,4458
not	O	O,A1KFP5MDIL0QN1,2006	O,A1XMFODRPFWKJ7,2258	O,AJ94N3I1A434D,2535	O,A376BI2RNUIFRH,2544	O,AKNV05F5X5YAC,3386	O,A4H9P49VU8GGW,4718	O,AAHZCL4LIPCBQ,5438
crying	O	O,A1KFP5MDIL0QN1,2673	O,A1XMFODRPFWKJ7,2746	O,A376BI2RNUIFRH,2937	O,AJ94N3I1A434D,2998	O,A3P74FP62XNVYI,3566	O,AKNV05F5X5YAC,3705	O,AAHZCL4LIPCBQ,6712
the	O	O,A1KFP5MDIL0QN1,3187	O,A376BI2RNUIFRH,3297	O,AJ94N3I1A434D,3580	O,AKNV05F5X5YAC,4023	O,A3P74FP62XNVYI,5000	O,A4H9P49VU8GGW,6003	O,AAHZCL4LIPCBQ,7792
blues	O	O,A1XMFODRPFWKJ7,3407	O,A1KFP5MDIL0QN1,3638	O,AJ94N3I1A434D,4095	O,AKNV05F5X5YAC,4361	O,A3P74FP62XNVYI,6298	O,A4H9P49VU8GGW,7323	O,AAHZCL4LIPCBQ,9321
.	O	O,A376BI2RNUIFRH,3666	O,A1XMFODRPFWKJ7,4052	O,A1KFP5MDIL0QN1,4180	O,AKNV05F5X5YAC,4744	O,AJ94N3I1A434D,4846	O,A3P74FP62XNVYI,7902	O,A4H9P49VU8GGW,8353

1768	O	O,AAHZCL4LIPCBQ,972	O,A1XMFODRPFWKJ7,1078	O,AJ94N3I1A434D,1327	O,A376BI2RNUIFRH,2107	O,A4H9P49VU8GGW,2567	O,A3P74FP62XNVYI,2589	O,AKNV05F5X5YAC,3237
-	O	O,A1XMFODRPFWKJ7,2099	O,A1KFP5MDIL0QN1,2187	O,AAHZCL4LIPCBQ,2270	O,A376BI2RNUIFRH,3144	O,A3P74FP62XNVYI,3636	O,AKNV05F5X5YAC,3967	O,A4H9P49VU8GGW,4015
Francois-Rene	PER	PER,AJ94N3I1A434D,2651	PER,A1XMFODRPFWKJ7,3686	PER,AAHZCL4LIPCBQ,4164	LOC,AKNV05F5X5YAC,4454	PER,A376BI2RNUIFRH,4621	PER,A1KFP5MDIL0QN1,6074	PER,A4H9P49VU8GGW,6129
(	O	O,AJ94N3I1A434D,4394	O,A1XMFODRPFWKJ7,4752	O,AKNV05F5X5YAC,5767	O,A376BI2RNUIFRH,5970	O,AAHZCL4LIPCBQ,6264	O,A1KFP5MDIL0QN1,8095	O,A3P74FP62XNVYI,8418
Vicomte	PER	LOC,AKNV05F5X5YAC,8039	PER,AAHZCL4LIPCBQ,8278	PER,AJ94N3I1A434D,8514	PER,A4H9P49VU8GGW,9052	O,A376BI2RNUIFRH,9489	PER,A1KFP5MDIL0QN1,10903	O,A3P74FP62XNVYI,13156
de	O	PER,A1XMFODRPFWKJ7,6038	LOC,AKNV05F5X5YAC,8653	O,AAHZCL4LIPCBQ,9856	PER,AJ94N3I1A434D,9939	PER,A4H9P49VU8GGW,11236	O,A1KFP5MDIL0QN1,13367	O,A3P74FP62XNVYI,13922
)	O	O,A1XMFODRPFWKJ7,7477	O,AKNV05F5X5YAC,9552	O,A376BI2RNUIFRH,10076	O,AJ94N3I1A434D,11089	O,A4H9P49VU8GGW,12995	O,A1KFP5MDIL0QN1,15108	O,A3P74FP62XNVYI,16445
Chateaubriand	PER	LOC,A1XMFODRPFWKJ7,9557	PER,AJ94N3I1A434D,11797	PER,AAHZCL4LIPCBQ,12530	PER,A4H9P49VU8GGW,16151	PER,A376BI2RNUIFRH,16432	PER,A3P74FP62XNVYI,18368	PER,A1KFP5MDIL0QN1,18568
born	O	O,A1XMFODRPFWKJ7,10539	O,AKNV05F5X5YAC,11010	O,AJ94N3I1A434D,12682	O,AAHZCL4LIPCBQ,14518	O,A4H9P49VU8GGW,18307	O,A376BI2RNUIFRH,18532	O,A3P74FP62XNVYI,21274
.	O	O,A1XMFODRPFWKJ7,11294	O,AKNV05F5X5YAC,12095	O,AAHZCL4LIPCBQ,15573	O,A376BI2RNUIFRH,19019	O,A4H9P49VU8GGW,19178	O,A1KFP5MDIL0QN1,20109	O,A3P74FP62XNVYI,22002

It	O	O,AJ94N3I1A434D,1407	O,A1XMFODRPFWKJ7,1458	O,AAHZCL4LIPCBQ,2081	O,AKNV05F5X5YAC,2234	O,A4H9P49VU8GGW,2507	O,A376BI2RNUIFRH,2576	O,A3P74FP62XNVYI,2857
did	O	O,A1XMFODRPFWKJ7,1770	O,A1KFP5MDIL0QN1,2020	O,AKNV05F5X5YAC,2420	O,AAHZCL4LIPCBQ,2893	O,A376BI2RNUIFRH,2931	O,A4H9P49VU8GGW,3433	O,A3P74FP62XNVYI,3672
not	O	O,AJ94N3I1A434D,2007	O,A1XMFODRPFWKJ7,2202	O,AKNV05F5X5YAC,2595	O,A376BI2RNUIFRH,3319	O,AAHZCL4LIPCBQ,3958	O,A4H9P49VU8GGW,4896	O,A1KFP5MDIL0QN1,6681
say	O	O,AJ94N3I1A434D,2196	O,AKNV05F5X5YAC,2758	O,A1XMFODRPFWKJ7,2810	O,A376BI2RNUIFRH,3772	O,A3P74FP62XNVYI,4826	O,AAHZCL4LIPCBQ,5435	O,A1KFP5MDIL0QN1,7353
when	O	O,AJ94N3I1A434D,2533	O,AKNV05F5X5YAC,2934	O,A376BI2RNUIFRH,4147	O,A4H9P49VU8GGW,6163	O,AAHZCL4LIPCBQ,6650	O,A3P74FP62XNVYI,7271	O,A1KFP5MDIL0QN1,8480
they	O	O,AJ94N3I1A434D,3030	O,AKNV05F5X5YAC,3091	O,A1XMFODRPFWKJ7,3136	O,A4H9P49VU8GGW,7050	O,AAHZCL4LIPCBQ,7581	O,A3P74FP62XNVYI,7825	O,A1KFP5MDIL0QN1,9000
took	O	O,AKNV05F5X5YAC,3262	O,A1XMFODRPFWKJ7,3437	O,AJ94N3I1A434D,4226	O,A376BI2RNUIFRH,4536	O,A4H9P49VU8GGW,7908	O,A3P74FP62XNVYI,8633	O,A1KFP5MDIL0QN1,9563
place	O	O,A1XMFODRPFWKJ7,4055	O,AJ94N3I1A434D,4766	O,A376BI2RNUIFRH,5095	O,A4H9P49VU8GGW,9015	O,AAHZCL4LIPCBQ,9159	O,A1KFP5MDIL0QN1,10005	O,A3P74FP62XNVYI,10436
.	O	O,AKNV05F5X5YAC,3511	O,A1XMFODRPFWKJ7,4757	O,AJ94N3I1A434D,5429	O,A376BI2RNUIFRH,6082	O,A4H9P49VU8GGW,9973	O,AAHZCL4LIPCBQ,10258	O,A3P74FP62XNVYI,11478

No	O	O,A1XMFODRPFWKJ7,1356	O,AAHZCL4LIPCBQ,1450	O,A4H9P49VU8GGW,1646	O,A376BI2RNUIFRH,2673	O,AKNV05F5X5YAC,2689	O,AJ94N3I1A434D,3028	O,A3P74FP62XNVYI,5739
decision	O	O,A1XMFODRPFWKJ7,2164	O,AAHZCL4LIPCBQ,2447	O,A4H9P49VU8GGW,2497	O,A376BI2RNUIFRH,3047	O,AKNV05F5X5YAC,3089	O,A1KFP5MDIL0QN1,3210	O,A3P74FP62XNVYI,6397
has	O	O,A1XMFODRPFWKJ7,2634	O,A4H9P49VU8GGW,3301	O,A376BI2RNUIFRH,3352	O,AAHZCL4LIPCBQ,3420	O,AKNV05F5X5YAC,3609	O,AJ94N3I1A434D,3726	O,A1KFP5MDIL0QN1,4558
yet	O	O,A1XMFODRPFWKJ7,3120	O,A376BI2RNUIFRH,3729	O,AKNV05F5X5YAC,4174	O,AAHZCL4LIPCBQ,4279	O,AJ94N3I1A434D,4362	O,A1KFP5MDIL0QN1,5014	O,A3P74FP62XNVYI,7419
been	O	O,A376BI2RNUIFRH,4187	O,AKNV05F5X5YAC,4402	O,A4H9P49VU8GGW,4491	O,AJ94N3I1A434D,4801	O,A1KFP5MDIL0QN1,5418	O,AAHZCL4LIPCBQ,5828	O,A3P74FP62XNVYI,8011
made	O	O,A1XMFODRPFWKJ7,3550	O,AKNV05F5X5YAC,4602	O,AJ94N3I1A434D,5267	O,A4H9P49VU8GGW,5402	O,A1KFP5MDIL0QN1,5846	O,AAHZCL4LIPCBQ,6925	O,A3P74FP62XNVYI,8620
on	O	O,A1XMFODRPFWKJ7,3982	O,A376BI2RNUIFRH,4610	O,AKNV05F5X5YAC,4806	O,AJ94N3I1A434D,5791	O,A1KFP5MDIL0QN1,6419	O,A4H9P49VU8GGW,6678	O,A3P74FP62XNVYI,9528
how	O	O,A1XMFODRPFWKJ7,4320	O,A376BI2RNUIFRH,5271	O,AJ94N3I1A434D,6349	O,A1KFP5MDIL0QN1,6879	O,AAHZCL4LIPCBQ,7875	O,A4H9P49VU8GGW,8156	O,A3P74FP62XNVYI,10975
to	O	O,A1XMFODRPFWKJ7,4682	O,AKNV05F5X5YAC,5007	O,A376BI2RNUIFRH,5896	O,AJ94N3I1A434D,7273	O,AAHZCL4LIPCBQ,8911	O,A4H9P49VU8GGW,9660	O,A3P74FP62XNVYI,11599
deal	O	O,A1XMFODRPFWKJ7,5178	O,AKNV05F5X5YAC,5203	O,A376BI2RNUIFRH,6793	O,A1KFP5MDIL0QN1,7257	O,AAHZCL4LIPCBQ,10101	O,A4H9P49VU8GGW,10931	O,A3P74FP62XNVYI,12439
with	O	O,AKNV05F5X5YAC,5429	O,A1XMFODRPFWKJ7,5633	O,A1KFP5MDIL0QN1,8038	O,AJ94N3I1A434D,8108	O,A376BI2RNUIFRH,8154	O,AAHZCL4LIPCBQ,11304	O,A4H9P49VU8GGW,11772
the	O	O,AKNV05F5X5YAC,5644	O,A1XMFODRPFWKJ7,6311	O,A376BI2RNUIFRH,9153	O,AJ94N3I1A434D,9222	O,A1KFP5MDIL0QN1,9332	O,AAHZCL4LIPCBQ,12648	O,A3P74FP62XNVYI,13240
boy	O	O,AKNV05F5X5YAC,6151	PER,A1KFP5MDIL0QN1,10198	PER,AJ94N3I1A434D,10325	O,A376BI2RNUIFRH,10845	O,A4H9P49VU8GGW,13348	O,AAHZCL4LIPCBQ,14058	O,A3P74FP62XNVYI,14098
.	O	O,AKNV05F5X5YAC,6968	O,A1XMFODRPFWKJ7,7443	O,A1KFP5MDIL0QN1,12514	O,AJ94N3I1A434D,12701	O,A4H9P49VU8GGW,14256	O,A3P74FP62XNVYI,14734	O,AAHZCL4LIPCBQ,14962

"	O	O,AAHZCL4LIPCBQ,948	O,AJ94N3I1A434D,983	O,A1XMFODRPFWKJ7,1338	O,A4H9P49VU8GGW,1480	O,AKNV05F5X5YAC,2228	O,A376BI2RNUIFRH,2725	O,A3P74FP62XNVYI,3601
Seeing	O	O,A1KFP5MDIL0QN1,1887	O,AAHZCL4LIPCBQ,2237	O,A4H9P49VU8GGW,2466	O,A1XMFODRPFWKJ7,2699	O,AKNV05F5X5YAC,2846	O,A376BI2RNUIFRH,3086	O,A3P74FP62XNVYI,5693
me	O	O,AJ94N3I1A434D,1759	O,A1KFP5MDIL0QN1,2452	O,AAHZCL4LIPCBQ,3253	O,AKNV05F5X5YAC,3454	O,A376BI2RNUIFRH,3466	O,A4H9P49VU8GGW,3536	O,A1XMFODRPFWKJ7,5671
in	O	O,AJ94N3I1A434D,2373	O,A1KFP5MDIL0QN1,3741	O,A376BI2RNUIFRH,3857	O,AKNV05F5X5YAC,3997	O,AAHZCL4LIPCBQ,4226	O,A3P74FP62XNVYI,6274	O,A1XMFODRPFWKJ7,6651
my	O	O,AJ94N3I1A434D,2821	O,AKNV05F5X5YAC,4192	O,A376BI2RNUIFRH,4331	O,A1KFP5MDIL0QN1,4356	O,A4H9P49VU8GGW,4595	O,AAHZCL4LIPCBQ,5166	O,A3P74FP62XNVYI,7129
uniform	O	O,AJ94N3I1A434D,3098	O,AKNV05F5X5YAC,4462	O,A1KFP5MDIL0QN1,4772	O,A4H9P49VU8GGW,5893	O,AAHZCL4LIPCBQ,6613	O,A1XMFODRPFWKJ7,6833	O,A3P74FP62XNVYI,7729
,	O	O,AJ94N3I1A434D,4170	O,AKNV05F5X5YAC,4662	O,A376BI2RNUIFRH,4849	O,A1KFP5MDIL0QN1,5270	O,A4H9P49VU8GGW,6903	O,A1XMFODRPFWKJ7,7578	O,A3P74FP62XNVYI,8585
he	O	O,AJ94N3I1A434D,4831	O,A376BI2RNUIFRH,5576	O,A1KFP5MDIL0QN1,5963	O,AAHZCL4LIPCBQ,7885	O,A4H9P49VU8GGW,8013	O,A1XMFODRPFWKJ7,8090	O,A3P74FP62XNVYI,9147
kept	O	O,AKNV05F5X5YAC,4854	O,AJ94N3I1A434D,5352	O,A376BI2RNUIFRH,6110	O,A1XMFODRPFWKJ7,8611	O,AAHZCL4LIPCBQ,9017	O,A4H9P49VU8GGW,9548	O,A3P74FP62XNVYI,9668
saying	O	O,AKNV05F5X5YAC,5129	O,A376BI2RNUIFRH,6568	O,A1KFP5MDIL0QN1,7043	O,A1XMFODRPFWKJ7,9274	O,AAHZCL4LIPCBQ,10183	O,A3P74FP62XNVYI,10248	O,A4H9P49VU8GGW,12701
,	O	O,AKNV05F5X5YAC,5282	O,AJ94N3I1A434D,6603	O,A376BI2RNUIFRH,7014	O,A1KFP5MDIL0QN1,8199	O,AAHZCL4LIPCBQ,11293	O,A1XMFODRPFWKJ7,12541	O,A4H9P49VU8GGW,14306
Jail	O	O,AKNV05F5X5YAC,5540	O,A376BI2RNUIFRH,7641	LOC,AJ94N3I1A434D,8026	O,A1KFP5MDIL0QN1,9154	O,A3P74FP62XNVYI,12184	O,AAHZCL4LIPCBQ,12853	LOC,A1XMFODRPFWKJ7,13981
better	O	O,AKNV05F5X5YAC,5863	O,A376BI2RNUIFRH,8246	O,AJ94N3I1A434D,8846	O,A1KFP5MDIL0QN1,9837	O,AAHZCL4LIPCBQ,14196	O,A3P74FP62XNVYI,17095	O,A4H9P49VU8GGW,17419
.	O	O,AKNV05F5X5YAC,6556	O,AJ94N3I1A434D,9753	O,A1KFP5MDIL0QN1,10552	O,A1XMFODRPFWKJ7,15447	O,AAHZCL4LIPCBQ,15555	O,A4H9P49VU8GGW,18535	O,A3P74FP62XNVYI,19836

They	O	O,AAHZCL4LIPCBQ,1381	O,A1XMFODRPFWKJ7,1381	O,AJ94N3I1A434D,1874	O,A4H9P49VU8GGW,1922	O,AKNV05F5X5YAC,2100	O,A3P74FP62XNVYI,2219	O,A376BI2RNUIFRH,2827
seized	O	O,A1XMFODRPFWKJ7,2000	O,AAHZCL4LIPCBQ,2459	O,AKNV05F5X5YAC,2639	O,A3P74FP62XNVYI,2782	O,A4H9P49VU8GGW,2963	O,A1KFP5MDIL0QN1,3000	O,A376BI2RNUIFRH,3192
revolvers	O	O,A1XMFODRPFWKJ7,2558	O,AKNV05F5X5YAC,2802	O,AJ94N3I1A434D,3037	O,A376BI2RNUIFRH,3621	O,A1KFP5MDIL0QN1,3692	O,AAHZCL4LIPCBQ,4138	O,A4H9P49VU8GGW,4246
,	O	O,AKNV05F5X5YAC,2956	O,A1XMFODRPFWKJ7,3136	O,AJ94N3I1A434D,3942	O,A3P74FP62XNVYI,4110	O,A376BI2RNUIFRH,4182	O,A1KFP5MDIL0QN1,4654	O,AAHZCL4LIPCBQ,4964
sawn-off	O	O,AKNV05F5X5YAC,3120	O,AJ94N3I1A434D,4159	O,A376BI2RNUIFRH,4602	O,A1KFP5MDIL0QN1,5105	O,A3P74FP62XNVYI,5962	O,AAHZCL4LIPCBQ,5985	O,A4H9P49VU8GGW,7123
rifles	O	O,AKNV05F5X5YAC,3276	O,A1XMFODRPFWKJ7,3684	O,AJ94N3I1A434D,4361	O,A1KFP5MDIL0QN1,5568	O,A3P74FP62XNVYI,6586	O,AAHZCL4LIPCBQ,7167	O,A4H9P49VU8GGW,8221
,	O	O,AKNV05F5X5YAC,3423	O,A1XMFODRPFWKJ7,4617	O,AJ94N3I1A434D,4652	O,A376BI2RNUIFRH,5143	O,A1KFP5MDIL0QN1,6548	O,A3P74FP62XNVYI,7263	O,A4H9P49VU8GGW,9557
shotguns	O	O,A1XMFODRPFWKJ7,5060	O,AJ94N3I1A434D,5119	O,A376BI2RNUIFRH,5766	O,A1KFP5MDIL0QN1,7032	O,AAHZCL4LIPCBQ,8386	O,A3P74FP62XNVYI,8506	O,A4H9P49VU8GGW,13867
and	O	O,AKNV05F5X5YAC,3617	O,A1XMFODRPFWKJ7,5406	O,AJ94N3I1A434D,5977	O,A376BI2RNUIFRH,6243	O,AAHZCL4LIPCBQ,9636	O,A3P74FP62XNVYI,9666	O,A4H9P49VU8GGW,18562
knives	O	O,AKNV05F5X5YAC,3770	O,A1XMFODRPFWKJ7,6003	O,A376BI2RNUIFRH,6723	O,A1KFP5MDIL0QN1,7477	O,A3P74FP62XNVYI,10732	O,AAHZCL4LIPCBQ,10936	O,A4H9P49VU8GGW,20130
.	O	O,AKNV05F5X5YAC,4718	O,A1XMFODRPFWKJ7,6812	O,AJ94N3I1A434D,7000	O,A376BI2RNUIFRH,7299	O,A1KFP5MDIL0QN1,7861	O,AAHZCL4LIPCBQ,12227	O,A4H9P49VU8GGW,22130

Attendance	O	O,A4H9P49VU8GGW,1523	O,AAHZCL4LIPCBQ,1544	O,A3P74FP62XNVYI,2094	O,A1XMFODRPFWKJ7,2227	O,AKNV05F5X5YAC,2896	O,AJ94N3I1A434D,3077	O,A376BI2RNUIFRH,3481
not	O	O,A1KFP5MDIL0QN1,1572	O,AAHZCL4LIPCBQ,2522	O,A4H9P49VU8GGW,2542	O,A3P74FP62XNVYI,2706	O,AKNV05F5X5YAC,3178	O,A1XMFODRPFWKJ7,3755	O,A376BI2RNUIFRH,3840
given	O	O,A1KFP5MDIL0QN1,2116	O,A4H9P49VU8GGW,3226	O,AAHZCL4LIPCBQ,3411	O,AKNV05F5X5YAC,3479	O,AJ94N3I1A434D,4098	O,A376BI2RNUIFRH,4170	O,A1XMFODRPFWKJ7,4530
.	O	O,A1KFP5MDIL0QN1,2868	O,A3P74FP62XNVYI,3188	O,AKNV05F5X5YAC,3782	O,AAHZCL4LIPCBQ,4405	O,A376BI2RNUIFRH,4697	O,AJ94N3I1A434D,4989	O,A1XMFODRPFWKJ7,7189

I	O	O,A3P74FP62XNVYI,1335	O,AAHZCL4LIPCBQ,1627	O,A376BI2RNUIFRH,1707	O,AJ94N3I1A434D,1789	O,A1XMFODRPFWKJ7,1948	O,AKNV05F5X5YAC,2714	PER,A4H9P49VU8GGW,3293
think	O	O,A1KFP5MDIL0QN1,1009	O,A3P74FP62XNVYI,2032	O,A376BI2RNUIFRH,2181	O,A1XMFODRPFWKJ7,2550	O,AAHZCL4LIPCBQ,2719	O,AKNV05F5X5YAC,2914	O,A4H9P49VU8GGW,8236
we	O	O,A1KFP5MDIL0QN1,1512	O,A376BI2RNUIFRH,2570	O,A1XMFODRPFWKJ7,2946	O,AKNV05F5X5YAC,3060	O,AJ94N3I1A434D,3068	O,AAHZCL4LIPCBQ,4555	O,A4H9P49VU8GGW,10910
can	O	O,A1KFP5MDIL0QN1,2038	O,A376BI2RNUIFRH,2908	O,A1XMFODRPFWKJ7,3189	O,AKNV05F5X5YAC,3224	O,AJ94N3I1A434D,3691	O,A3P74FP62XNVYI,3958	O,AAHZCL4LIPCBQ,5520
look	O	O,A1KFP5MDIL0QN1,2467	O,A376BI2RNUIFRH,3333	O,AKNV05F5X5YAC,3380	O,AJ94N3I1A434D,4169	O,A3P74FP62XNVYI,5639	O,AAHZCL4LIPCBQ,6531	O,A4H9P49VU8GGW,12461
forward	O	O,A1KFP5MDIL0QN1,2829	O,AKNV05F5X5YAC,3543	O,A1XMFODRPFWKJ7,3620	O,AJ94N3I1A434D,4498	O,A3P74FP62XNVYI,5930	O,AAHZCL4LIPCBQ,7920	O,A4H9P49VU8GGW,14364
to	O	O,A1KFP5MDIL0QN1,3248	O,AKNV05F5X5YAC,3710	O,A376BI2RNUIFRH,3722	O,A1XMFODRPFWKJ7,3965	O,AJ94N3I1A434D,4736	O,A3P74FP62XNVYI,6286	O,A4H9P49VU8GGW,16164
further	O	O,A1KFP5MDIL0QN1,3674	O,A1XMFODRPFWKJ7,4424	O,A376BI2RNUIFRH,4520	O,AJ94N3I1A434D,4915	O,A3P74FP62XNVYI,6719	O,AAHZCL4LIPCBQ,9517	O,A4H9P49VU8GGW,16835
growth	O	O,AKNV05F5X5YAC,3865	O,A1XMFODRPFWKJ7,4876	O,AJ94N3I1A434D,5385	O,A376BI2RNUIFRH,5471	O,A3P74FP62XNVYI,7248	O,AAHZCL4LIPCBQ,10929	O,A4H9P49VU8GGW,18368
